requirement_id,type,priority,domain,chapter,section,page,short_substance,owner,implementation_status,verification_status,production_readiness,pilot_blocking,production_blocking,full_srs_blocking,repo_evidence,test_evidence,evidence_basis,governance_dependency,design_dependency,runtime_dependency,external_dependency,workstream,recommended_lane,merge_wave,can_start_now,blocking_reason,schema_change_expected,migration_expected,notes,delta_from_p0,delta_reason
IR-LOC-EG-001,IR,M,Fiscal Country Packs,22,22.3,124,The System SHALL integrate with the Egyptian Tax Authority e-Receipt system for B2C transactions and the e-Invoice system for B2B transactions.,EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,YES,YES,"no fiscal submission, no TaxDocument, no outbox, no authority adapter for EG/SA/AE",none,DOMAIN,,,,fiscal authority certification,P7-FISCAL,C,3,NO,External provider/authority sandbox credentials and certification required,YES,YES,,UNCHANGED,
IR-LOC-EG-002,IR,M,Fiscal Country Packs,22,22.3,124,"The System SHALL submit receipt documents within the mandated window, SHALL store the returned UUID and submission status, and SHALL render the required QR code on the printed receipt.",EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,YES,YES,"no fiscal submission, no TaxDocument, no outbox, no authority adapter for EG/SA/AE",none,DOMAIN,,,,fiscal authority certification,P7-FISCAL,C,3,NO,External provider/authority sandbox credentials and certification required,YES,YES,,UNCHANGED,
IR-LOC-EG-003,IR,M,Fiscal Country Packs,22,22.3,124,"The System SHALL handle authority downtime by queueing submissions and retrying per the pack’s retry policy, without blocking sales.",EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,YES,YES,"no fiscal submission, no TaxDocument, no outbox, no authority adapter for EG/SA/AE",none,DOMAIN,,,,fiscal authority certification,P7-FISCAL,C,3,NO,External provider/authority sandbox credentials and certification required,YES,YES,,UNCHANGED,
IR-LOC-EG-004,IR,M,Fiscal Country Packs,22,22.3,124,"The System SHALL support the required document types including receipt, invoice, credit note, and debit note, with correct referencing of the original document on corrections.",EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,YES,YES,"no fiscal submission, no TaxDocument, no outbox, no authority adapter for EG/SA/AE",none,DOMAIN,,,,fiscal authority certification,P7-FISCAL,C,3,NO,External provider/authority sandbox credentials and certification required,YES,YES,,UNCHANGED,
IR-LOC-SA-001,IR,M,Fiscal Country Packs,22,22.3,124,The System SHALL comply with ZATCA Fatoora Phase 2 requirements for the applicable taxpayer wave.,EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,YES,YES,"no fiscal submission, no TaxDocument, no outbox, no authority adapter for EG/SA/AE",none,DOMAIN,,,,fiscal authority certification,P7-FISCAL,C,3,NO,External provider/authority sandbox credentials and certification required,YES,YES,,UNCHANGED,
IR-LOC-SA-002,IR,M,Fiscal Country Packs,22,22.3,124,"The System SHALL generate simplified tax invoices for B2C with a TLV- encoded, Base64-represented QR code containing seller name, VAT number, timestamp, invoice total, VAT total, and the cryptographic stamp and hash where required.",EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,YES,YES,"no fiscal submission, no TaxDocument, no outbox, no authority adapter for EG/SA/AE",none,DOMAIN,,,,fiscal authority certification,P7-FISCAL,C,3,NO,External provider/authority sandbox credentials and certification required,YES,YES,,UNCHANGED,
IR-LOC-SA-003,IR,M,Fiscal Country Packs,22,22.3,124,"The System SHALL maintain the invoice hash chain (PIH) required by the specification, with correct handling across offline periods.",EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,YES,YES,"no fiscal submission, no TaxDocument, no outbox, no authority adapter for EG/SA/AE",none,DOMAIN,,,,fiscal authority certification,P7-FISCAL,C,3,NO,External provider/authority sandbox credentials and certification required,YES,YES,,UNCHANGED,
IR-LOC-SA-004,IR,M,Fiscal Country Packs,22,22.3,124,The System SHALL support the reporting model for simplified invoices (submission within 24 hours) and the clearance model for standard invoices (pre-clearance before issuance).,EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,YES,YES,"no fiscal submission, no TaxDocument, no outbox, no authority adapter for EG/SA/AE",none,DOMAIN,,,,fiscal authority certification,P7-FISCAL,C,3,NO,External provider/authority sandbox credentials and certification required,YES,YES,,UNCHANGED,
IR-LOC-SA-005,IR,M,Fiscal Country Packs,22,22.3,125,"The System SHALL manage cryptographic stamp identifiers and certificate lifecycle, alerting well in advance of certificate expiry.",EXTERNAL-PROVIDER,NOT IMPLEMENTED,EXTERNAL CERTIFICATION,EXTERNAL BLOCKER,NO,YES,YES,"no fiscal submission, no TaxDocument, no outbox, no authority adapter for EG/SA/AE",none,DOMAIN,,,,fiscal authority certification,P7-FISCAL,C,3,NO,External provider/authority sandbox credentials and certification required,YES,YES,,UNCHANGED,
NFR-API-001,NFR,M,NFR API,26,26.6,152,"The API SHALL be documented as an OpenAPI 3.1 specification generated from the implementation, so that documentation cannot drift from behaviour.",BACKEND,COMPLETE,PARTIALLY VERIFIED,NOT READY,NO,NO,NO,OpenAPI 3.1.0 generated from code at docs/api/openapi.json,test/openapi.e2e-spec.ts (49 assertions),DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
NFR-API-002,NFR,M,NFR API,26,26.6,152,"A deprecated endpoint or field SHALL be announced at least 180 days before removal, marked in the specification, and SHALL emit a Deprecation header.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no deprecation policy or lifecycle metadata,none,DIRECT,,,,,P4-PLT,B,2,YES,,NO,NO,,UNCHANGED,
NFR-AVAIL-001,NFR,,NFR Availability,27,27.3,154,"Cloud service uptime | ≥ 99.9% (monthly, excluding planned windows)",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no HA topology, no uptime measurement, no zero-downtime deployment mechanism",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-AVAIL-002,NFR,,NFR Availability,27,27.3,154,Enterprise-tier uptime | ≥ 99.95% commitment,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no HA topology, no uptime measurement, no zero-downtime deployment mechanism",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-AVAIL-003,NFR,,NFR Availability,27,27.3,154,POS sales availability | ≥ 99.99% (independent of cloud),INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no HA topology, no uptime measurement, no zero-downtime deployment mechanism",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-AVAIL-004,NFR,,NFR Availability,27,27.3,154,"Planned maintenance | Off-peak, ≥ 7 days notice, ≤ 4 windows | h/month",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,"no HA topology, no uptime measurement, no zero-downtime deployment mechanism",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-AVAIL-005,NFR,,NFR Availability,27,27.3,154,Zero-downtime deployment | Required for all routine releases,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"no HA topology, no uptime measurement, no zero-downtime deployment mechanism",none,DIRECT,,,,,P17-DR,G,4,YES,,NO,NO,,UNCHANGED,
NFR-CAP-001,NFR,M,NFR Capacity,21,21.10,120,"The local store SHALL accommodate at least 20,000 orders and their lines without performance degradation beyond stated budgets.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no local store,none,DOMAIN,,,,,P5-OFF1,D,1,YES,,NO,NO,,UNCHANGED,
NFR-DATA-001,NFR,M,NFR Data,11,11.9,76,"Stock movement records SHALL be retained for the statutory period of the branch’s jurisdiction or 7 years, whichever is greater.",BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no retention enforcement on stock_movements,none,DIRECT,,,,,P14-RPT,G,3,YES,,NO,NO,,UNCHANGED,
NFR-DATA-002,NFR,M,NFR Data,19,19.6,108,Aggregated reporting data SHALL be no more than 15 minutes behind the transactional source during trading hours.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no aggregation pipeline,none,MODULE,,,,,P14-RPT,G,3,YES,,NO,NO,,UNCHANGED,
NFR-MAINT-001,NFR,,NFR Maintainability,27,27.5,155,"Unit test coverage, domain | ≥ 90% layer",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,"60 unit suites, 815 unit tests green; coverage thresholds NEVER measured and not enforced anywhere",npx jest 815/815 (no --coverage gate),DIRECT,,,,,P3-PROD,G,1,YES,,MAYBE,MAYBE,,UNCHANGED,
NFR-MAINT-002,NFR,,NFR Maintainability,27,27.5,155,"Unit test coverage, overall | ≥ 75%",BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,NO,YES,"60 unit suites, 815 unit tests green; coverage thresholds NEVER measured and not enforced anywhere",npx jest 815/815 (no --coverage gate),DIRECT,,,,,P3-PROD,G,1,YES,,MAYBE,MAYBE,,UNCHANGED,
NFR-MAINT-003,NFR,,NFR Maintainability,27,27.5,155,Cyclomatic complexity per | ≤ 10 (≤ 15 with justification) function,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,no cyclomatic-complexity rule in eslint.config.mjs,none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
NFR-MAINT-004,NFR,,NFR Maintainability,27,27.5,155,"Module boundary violations | Zero, enforced in CI",BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,"src/modules/module-boundaries.spec.ts passes 46/46 (zero violations, up from the prior baseline's 45/45 with one new intentional/asserted deviation from MW1F) AND is now enforced in CI: .github/workflows/backend-ci.yml's quality job (G1-1) runs the full unit suite including this spec on every build.","module-boundaries.spec.ts 46/46, run this session as part of the 79-suite unit run (MW1F)",DIRECT,,,,,P3-PROD,G,1,YES,,MAYBE,MAYBE,"Closes exactly the prior baseline's cited gap (""NOT enforced in CI because no CI exists"") — G1-1 built the first CI pipeline this repository has ever had.",CHANGED,"Prior baseline: test existed and passed locally but ""NOT enforced in CI because no CI exists"" — a literal, named blocker. G1-1 (ci: establish backend quality gates, e430748) added .github/workflows/backend-ci.yml, whose quality job runs the full unit suite (including module-boundaries.spec.ts) on every push/PR. Both halves of the requirement text (zero violations; enforced in CI) are now met."
NFR-MAINT-005,NFR,,NFR Maintainability,27,27.5,155,Critical/high vulnerabilities | Zero at release in dependencies,BACKEND,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,YES,YES,"G1-1 added a real dependency-vulnerability-scanning gate to CI: .github/workflows/backend-ci.yml runs `npm audit --omit=dev --audit-level=high`, which fails the build on any high-or-critical finding. Current HEAD measures 7 high / 1 moderate advisories, unremediated.","`npm audit` reproduced this session: 7 high / 1 moderate, unchanged from every prior integration wave's measurement, zero new from any integrated commit's dependency/lockfile diff",DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,"The requirement is a bare metric (""Zero... at release""), not only a process/mechanism requirement — the scanning MECHANISM now exists and would correctly fail a live CI run today, but the OUTCOME it targets (zero critical/high vulnerabilities) is not currently true, so this is held at PARTIAL rather than COMPLETE.",CHANGED,"Prior baseline: ""no dependency vulnerability scanning of any kind"" — now false. G1-1 added the scanning gate; upgraded from NOT IMPLEMENTED to PARTIAL because the enforcement mechanism is real, but capped below COMPLETE because the metric's target value (zero) is not the current measured state (7 high / 1 moderate)."
NFR-MAINT-006,NFR,,NFR Maintainability,27,27.5,155,Public API documentation | Generated from code; drift impossible,BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,"G1-1 wired `npm run openapi:check` (openapi:generate + git diff --exit-code on docs/api) into the CI quality job — the prior baseline's cited gap (""exists but nothing executes it automatically"") is closed: it now executes on every build and fails on any drift between generated and committed OpenAPI documents.",test/openapi.e2e-spec.ts; openapi:check confirmed clean (zero diff) this session as part of MW1F verification (§5.11),DIRECT,,,,,P3-PROD,G,1,YES,,MAYBE,MAYBE,"""Drift impossible"" is read as ""drift cannot merge undetected"" — a CI gate that fails the build on any diff is the standard, defensible interpretation of that phrase for a backend-only repository with no separate docs deployment pipeline.",CHANGED,"Prior baseline: generation existed but ""nothing executes it automatically"" — a literal, named blocker. G1-1's CI quality job now runs openapi:check on every build; reconfirmed clean (zero diff) this session. Closes the exact cited gap."
NFR-MAINT-007,NFR,,NFR Maintainability,27,27.5,155,New engineer to first merged | ≤ 5 working days PR,BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,docker compose db + npm scripts make local startup plausible; never measured,none,DIRECT,,,,,P3-PROD,G,1,YES,,MAYBE,MAYBE,,UNCHANGED,
NFR-MAINT-008,NFR,,NFR Maintainability,27,27.5,155,Local environment startup | ≤ 10 minutes from clone,BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,docker compose db + npm scripts make local startup plausible; never measured,none,DIRECT,,,,,P3-PROD,G,1,YES,,MAYBE,MAYBE,,UNCHANGED,
NFR-MAINT-009,NFR,,NFR Maintainability,27,27.5,155,Architecture Decision | Required for every Records | significant decision,BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,docs/adr holds 8 ADRs (0001-0008) covering identity/tenancy/RLS/terminal/password/rate-limiting/audit/organisation; later decisions moved into the governance register instead of ADRs,none,DIRECT,,,,,P3-PROD,G,1,YES,,MAYBE,MAYBE,,UNCHANGED,
NFR-OBS-001,NFR,,NFR Observability,27,27.6,155,"All logs structured (JSON), with tenant, branch, correlation, and causation identifiers",INFRA/DEVOPS,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,"src/common/observability/logging/structured-logger.service.ts (installed via app.useLogger() — all pre-existing Logger() call sites emit structured JSON with zero call-site edits); src/common/observability/context/correlation.ts + observability-context.ts (AsyncLocalStorage-based request context: correlation/causation ids, trusted-only tenant/branch, never from header/body/query/JWT)","structured-logger.service.spec.ts, correlation.spec.ts, observability-context.spec.ts, denied-request-tenant-context.spec.ts — part of the 79-suite/1059-test unit run, green at HEAD 7ba8a71 (MW1F session)",DIRECT,,,,,P3-PROD,G,1,YES,,MAYBE,MAYBE,"G1-3 (feat(observability): establish logging and RED metrics, 06c93e8) implemented this from a zero baseline; integrated via MW1D (a53c56e) and confirmed untouched by any subsequent commit through MW1F.",CHANGED,"Prior baseline (358feb4) predates G1-3 entirely — zero observability module existed. G1-3 + MW1D delivered structured JSON logging with correlation/causation/tenant/branch fields via AsyncLocalStorage; MW1D report documents a cross-lane fix (CorrelationMiddleware reads the guard-verified trusted context, not a header/body/query/JWT value) and 7/7 sabotage-proof tests. Confirmed unmodified since MW1D by `git log` on this path through HEAD 7ba8a71."
NFR-OBS-002,NFR,,NFR Observability,27,27.6,155,"Distributed tracing across API, workers, and database",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"zero OpenTelemetry/tracing, zero metrics exporter, zero SLO/alert definitions, no per-tenant health view",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
NFR-OBS-003,NFR,,NFR Observability,27,27.6,155,"RED metrics (Rate, Errors, Duration) per endpoint and per handler",INFRA/DEVOPS,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,"src/common/observability/metrics/metrics.service.ts (prom-client RED metrics: http_requests_total / http_request_duration_seconds, 4 bounded labels — method, route(templated), statusClass, handler); src/common/observability/metrics/metrics-exporter.service.ts (opt-in loopback-default exporter, disabled unless METRICS_PORT set)","metrics.service.spec.ts, metrics-exporter.service.spec.ts, observability-overhead.spec.ts — part of the 79-suite/1059-test unit run; MW1D report additionally re-proves cardinality live against a real B1-3 route (50 distinct branch UUIDs on GET /org/branches/:branchId collapse to exactly one time series); observability-red-cardinality.e2e-spec.ts run standalone this session, 1/1 passing (MW1F §5.10)",DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,"RED = Rate/Errors/Duration per endpoint+handler, exactly once per HTTP request (proven not once per Sync operation). Endpoint label uses the route TEMPLATE (e.g. /org/branches/:branchId), never raw path segments/ids, so cardinality is bounded by route count, not by request volume.",CHANGED,Prior baseline predates G1-3 entirely (zero metrics exporter). G1-3 + MW1D delivered bounded-cardinality RED metrics; MW1F re-ran the cardinality proof live this session (§5.10) with no regression. Meets the literal requirement text (rate/errors/duration per endpoint and per handler).
NFR-OBS-004,NFR,,NFR Observability,27,27.6,155,"Business metrics emitted: orders/min, sync backlog, fiscal failures, offline terminals",INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"zero OpenTelemetry/tracing, zero metrics exporter, zero SLO/alert definitions, no per-tenant health view",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
NFR-OBS-005,NFR,,NFR Observability,27,27.6,155,"No PII or secrets in logs, enforced by a redaction layer with an allowlist",INFRA/DEVOPS,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,YES,YES,src/common/observability/logging/redaction.ts — allowlist-first redaction layer (denylist kept only as defence-in-depth) applied to the structured logger's metadata channel,"redaction.spec.ts — 27 sabotage tests per the G1-3 report, part of the green unit run",DIRECT,,,,,P3-PROD,G,1,YES,,MAYBE,MAYBE,"G1-3's own disposition, carried forward unmodified and NOT upgraded per this rebase's hard rule against marking observability requirements complete where the obligation is unmet: the allowlist covers the structured METADATA channel exhaustively, but the free-text log MESSAGE channel is only best-effort scrubbed, not allowlist-enforced — the literal ""No PII or secrets in logs"" text is not fully met.",CHANGED,"Prior baseline: NOT-a-redaction-layer-at-all (only audit-hash.ts metadata sanitization existed). G1-3 added a real allowlist-first redaction layer for the metadata channel — a genuine improvement, upgraded from the prior weaker PARTIAL basis to this PARTIAL basis — but the free-text message channel gap keeps it capped at PARTIAL, not COMPLETE, per this rebase's explicit rule."
NFR-OBS-006,NFR,,NFR Observability,27,27.6,155,Alerts defined for every SLO breach with documented runbooks,INFRA/DEVOPS,PARTIAL,PARTIALLY VERIFIED,NOT READY,NO,YES,YES,"src/common/observability/alerts/alert-rules.spec.ts (4 Prometheus alert rule definitions) + docs/observability/runbooks/{elevated-error-rate,metrics-exporter-unavailable,read-latency-p95-breach,write-latency-p95-breach}.md (4 runbooks) — confirmed present at HEAD 7ba8a71","alert-rules.spec.ts test name is literally ""covers the two documented backend API performance SLOs and an error-rate SLO"" — i.e. it asserts partial, named coverage, not universal coverage",DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,"Covers NFR-PERF-030/031 (backend API read/write latency) plus an API error-rate SLO, each with a runbook. The literal requirement text is ""Alerts defined for every SLO breach"" — this repository defines dozens of other NFR SLOs (POS/KDS latency, sync backlog, reporting render time, etc.) with zero alert coverage, so the requirement is not met in full.",CHANGED,"Prior baseline: zero alert/SLO definitions existed. G1-3 added 4 rules + 4 runbooks for backend API latency and error-rate SLOs specifically — real, verified, but explicitly partial by the alert-rule test's own name and by the many other SRS SLOs (POS/KDS/offline/reporting performance) with no alert coverage. Capped at PARTIAL per this rebase's explicit rule against declaring alerting requirements complete when coverage is not universal."
NFR-OBS-007,NFR,,NFR Observability,27,27.6,155,Per-tenant health view available to support without database access,INFRA/DEVOPS,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,YES,YES,"zero OpenTelemetry/tracing, zero metrics exporter, zero SLO/alert definitions, no per-tenant health view",none,DIRECT,,,,,P3-PROD,G,1,YES,,NO,NO,,UNCHANGED,
NFR-PERF-001,NFR,M,NFR Performance,8,8.9,60,"Item addition to an order SHALL render within 100 ms at the 95th percentile on the reference device (Android 11, 4 GB RAM, quad-core 1.8 GHz).",FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-side targets; no client in this repository,none,DOMAIN,,,,,P1-PERF,A,1,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PERF-002,NFR,M,NFR Performance,8,8.9,60,"Payment finalisation, including local persistence and print job dispatch, SHALL complete within 800 ms at p95 offline, and 1,500 ms at p95 online.",SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,offline payment path and KDS push delivery do not exist (no realtime transport),none,DOMAIN,,,,,P1-PERF,A,1,YES,,NO,NO,,UNCHANGED,
NFR-PERF-003,NFR,M,NFR Performance,8,8.9,60,POS cold start SHALL complete within 6 seconds on the reference device.,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-side targets; no client in this repository,none,DOMAIN,,,,,P1-PERF,A,1,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PERF-004,NFR,M,NFR Performance,9,9.5,64,A fired order SHALL appear on the target station display within 1 second at p95 on the local network.,SHARED,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,offline payment path and KDS push delivery do not exist (no realtime transport),none,DOMAIN,,,,,P1-PERF,A,1,YES,,NO,NO,,UNCHANGED,
NFR-PERF-005,NFR,M,NFR Performance,11,11.9,76,"Stock level queries for a single location with up to 3,000 items SHALL return within 500 ms at p95.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"GET /inventory/levels exists; never measured at 3,000 items",none,MODULE,,,,,P1-PERF,A,1,YES,,MAYBE,MAYBE,,UNCHANGED,
NFR-PERF-006,NFR,M,NFR Performance,11,11.9,76,Recipe expansion and inventory depletion for a completed order of up to 30 lines SHALL complete within 200 ms at p95 and SHALL execute within the order’s transaction.,BACKEND,COMPLETE,VERIFIED-PASSING,READY,NO,NO,NO,SaleDepletionService: set-oriented depletion writes (A1-3A reservation + A1-3B group writes) reduced the completion transaction from ~895/~1050 statements to exactly 28 per the design gate's own projected breakdown; A1-4 additionally closed the write-path concurrency races on the separate MovementsService (transfer/count/waste) path without touching SaleDepletionService.,"sale-depletion-set-oriented-writes.e2e-spec.ts (9/9, statement-count proof); A1-3B measured 3 isolated runs p95 51.16/123.11/143.57ms; A1-4 report additionally measured p50=36.70ms/p95=39.42ms on the same fixture post-A1-4. All comfortably under the 200ms p95 gate. Reconfirmed green (unmodified) this session (MW1F §5.7, 10 suites/119 tests).",DIRECT,,P1F2E-A controlling design (per-allocation 3-statement discipline),,,P1-PERF,A,1,YES,,MAYBE,MAYBE,"A1-3B's own disposition (""NFR-PERF-006: COMPLETE / VERIFIED-PASSING"") is adopted here because it is accepted, integrated evidence (through MW1E/MW1F) with a specific, reproducible statement-count proof (895/1050→28) and three independent p95 measurements all well under budget, not a single lucky run. This session did not re-run the benchmark itself; it relies on the cited accepted reports' measured numbers plus its own confirmation that sale-depletion-set-oriented-writes.e2e-spec.ts still passes unmodified at HEAD 7ba8a71.",CHANGED,"Prior baseline measured p50=440.44ms/p95=568.73ms (structurally over budget) BEFORE A1-3/A1-4 existed. A1-3A+A1-3B (accepted, MW1E-integrated) cut statement count 895→28 and measured p95 51-144ms across 3 isolated runs; A1-4 (accepted, MW1F-integrated) reconfirmed p95=39.42ms on the same fixture without touching the depletion path. Both are cited accepted evidence, not re-derived here."
NFR-PERF-010,NFR,M,NFR Performance,19,19.6,108,Standard reports over a 31-day period for a single branch SHALL render within 2 seconds at p95.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,only one report exists; no consolidated/dashboard surface to measure,none,DOMAIN,,,,,P1-PERF,A,1,YES,,NO,NO,,UNCHANGED,
NFR-PERF-011,NFR,M,NFR Performance,19,19.6,108,Consolidated reports across up to 100 branches over a 31-day period SHALL render within 5 seconds at p95.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,only one report exists; no consolidated/dashboard surface to measure,none,DOMAIN,,,,,P1-PERF,A,1,YES,,NO,NO,,UNCHANGED,
NFR-PERF-012,NFR,M,NFR Performance,19,19.6,108,Dashboard initial load SHALL complete within 3 seconds at p95.,BACKEND,NOT IMPLEMENTED,UNVERIFIED,NOT READY,NO,NO,YES,only one report exists; no consolidated/dashboard surface to measure,none,DOMAIN,,,,,P1-PERF,A,1,YES,,NO,NO,,UNCHANGED,
NFR-PERF-020,NFR,M,NFR Performance,21,21.10,120,"A backlog of 5,000 queued operations SHALL synchronise within 5 minutes on a 2 Mbps connection.",SHARED,PARTIAL,NOT YET VERIFIABLE,NOT READY,NO,NO,YES,"""no sync protocol exists"" (prior evidence) is no longer true — D4-1A's chunked batch processing, lease renewal, and durable dedup registry are backlog-relevant primitives. No test constrains bandwidth to 2 Mbps or drains a 5,000-operation backlog specifically.",none at the specified scale/bandwidth,DOMAIN,,,,,P1-PERF,A,1,YES,,NO,NO,"Mechanism exists in principle (chunking + lease renewal is precisely the kind of design a backlog-draining SLA needs); the specific 5,000-operation/2 Mbps/5-minute claim has never been exercised by any integrated test.",CHANGED,Prior baseline predates D4-1A entirely. Raised from NOT IMPLEMENTED to PARTIAL because the underlying mechanism now exists; verification stays NOT YET VERIFIABLE because no bandwidth-constrained backlog-scale test exists anywhere in the accepted evidence.
NFR-PERF-021,NFR,M,NFR Performance,21,21.10,120,Local order persistence SHALL complete within 50 ms at p95 on the reference device.,FRONTEND-EXTERNAL,NOT IMPLEMENTED,NOT YET VERIFIABLE,NOT APPLICABLE,NO,NO,YES,client-side targets; no client in this repository,none,DOMAIN,,,,,P1-PERF,A,1,NO,Frontend/client implementation is externally owned; backend obligation only,NO,NO,,UNCHANGED,
NFR-PERF-030,NFR,M,NFR Performance,26,26.6,152,"Read endpoints SHALL respond within 200 ms at p95 and 500 ms at p99, excluding reporting endpoints.",BACKEND,PARTIAL,UNVERIFIED,NOT READY,NO,NO,YES,"G1-3 added a real RED-metrics measurement substrate (src/common/observability/metrics/metrics.service.ts, prom-client http_request_duration_seconds per endpoint template) plus 2 alert rules for read/write p95 latency (read-latency-p95-breach.md, write-latency-p95-breach.md) — the prior baseline's ""no latency measurement substrate (no metrics, no tracing)"" is now half true: metrics exist, distributed tracing still does not.",alert-rules.spec.ts asserts the two latency SLOs + one error-rate SLO are covered by name; no live production/load-traffic measurement campaign was run against these thresholds by any accepted report or this session,MODULE,,,,,P1-PERF,A,1,YES,,MAYBE,MAYBE,"A measurement and alerting substrate for this exact SLO now exists, which is real, evidenced progress — but it measures and alerts on breaches, it does not itself prove the SLA is currently met under representative load. Held at PARTIAL/UNVERIFIED per this rebase's rule against upgrading observability-adjacent performance requirements to COMPLETE on the strength of monitoring infrastructure alone.",CHANGED,"Prior baseline predated G1-3 entirely (zero metrics/tracing of any kind). G1-3 (MW1D-integrated) closed the ""no measurement substrate"" half of the gap with real RED metrics and 2 targeted alert rules; status held at PARTIAL/UNVERIFIED because no SLA-compliance measurement campaign exists — only the capability to detect a breach exists, not proof of current compliance."
