requirement_id,type,module,priority,srs_section,short_text,backend_applicability,status,canonical_evidence,test_evidence,other_worktree_evidence,missing_behavior,dependency_or_blocker,governance_reference,recommended_workstream
FR-PRC-032,FR,PRC,M,12.5,Receipt creates purchase_receipt stock movements and batch records,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-033,FR,PRC,M,12.5,Configurable over-receipt tolerance requiring approval beyond it,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-034,FR,PRC,S,12.5,Mobile receiving with barcode scanning and delivery-note camera capture,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-035,FR,PRC,S,12.5,Temperature recording at receipt for chilled/frozen with rejection prompts,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-036,FR,PRC,M,12.5,"Rejected goods create rejection record, do not enter stock, generate supplier credit expectation",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-037,FR,PRC,S,12.5,Supplier returns after receipt: negative movement + credit note expectation,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-040,FR,PRC,M,12.6,Record supplier invoices against goods receipts,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-041,FR,PRC,M,12.6,Three-way match: PO vs goods receipt vs supplier invoice,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-042,FR,PRC,M,12.6,Invoices within tolerance eligible for payment; outside tolerance enters dispute,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-043,FR,PRC,S,12.6,Supplier credit notes applied against outstanding invoices,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-044,FR,PRC,S,12.6,Supplier account statement with ageing breakdown,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-045,FR,PRC,S,12.6,"Payment proposal listing invoices due within horizon, respecting terms/discounts",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-PRC-046,FR,PRC,C,12.6,"Invoice capture by photo with OCR, human-verified before posting",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,"No procurement/supplier domain exists in canonical: no Prisma models (Supplier, PurchaseOrder, GoodsReceipt, SupplierInvoice), no src/modules/purchasing or similar directory, no routes, no tests. StockBatch.supplierId/goodsReceiptId are unvalidated UUIDs; schema/governance docs describe Procurement as ""an unimplemented, out-of-scope domain"" for the current phase, but no ratified governance decision formally defers the whole module under SRS priority W (these requirements are M/S/C in the SRS) — status recorded as NOT_IMPLEMENTED, not DEFERRED_RATIFIED. Confirmed absent in ALL other worktrees scanned (lane-a/b/c/e/f/g, integration) as well.",,"GOVERNANCE_DESIGN_DISCOVERY.md (Procurement referenced repeatedly as ""an unimplemented, out-of-scope domain"")",PRC-BUILD-FROM-SCRATCH
FR-QA-001,FR,QA,M,28.1,Domain layer tested exclusively with pure unit tests (no DB/HTTP/framework),BACKEND,PARTIAL,"Multiple *.spec.ts files colocated with pure domain logic (e.g. src/common/money/*.spec.ts, src/modules/platform/partitioning/partition-month.spec.ts) run as plain Jest unit tests with no DB/HTTP dependency",src/common/money/*.spec.ts and similar pure-unit specs,,"Real pure-unit domain tests exist for several modules, but there is no repository-wide lint/architectural rule enforcing that ALL domain-layer code is tested this way (not independently verified across all 27 SRS modules in this audit batch's time budget).",,,QA-TEST-PYRAMID-ENFORCEMENT
FR-QA-002,FR,QA,M,28.1,"Every FR traces to >=1 automated test, verified by Appendix B traceability matrix",BACKEND,PARTIAL,Extensive *.spec.ts and e2e-spec.ts coverage exists across src/ and test/ (hundreds of files); docs/reports/claude/*traceability*.csv (2026-09-02/03) attempt manual FR-to-evidence mapping,docs/reports/claude/2026-09-03_FULL-SRS-current-head-traceability_02.csv,,"No SRS 'Appendix B' traceability-matrix tooling/automation exists; the only traceability artifacts are manually-authored, dated Claude reports which are evidence-only and go stale immediately after each commit (exactly the staleness this audit was commissioned to correct).",,,QA-TRACEABILITY-TOOLING
FR-QA-010,FR,QA,M,28.4,"Reproducible seed datasets: single-branch cafe, 12-branch chain, multi-brand multi-country group, cloud kitchen w/ aggregators",BACKEND,PARTIAL,"src/scripts/seed-dev-data.ts (builds a 2-tenant, multi-branch demo shape — MTMB-1)",NONE,,"Only one seed profile (a small 2-branch demo) exists; the 12-branch chain, multi-brand multi-country group, and cloud-kitchen-with-aggregators profiles do not exist.",,,QA-SEED-DATA-PROFILES
FR-QA-011,FR,QA,M,28.4,Test data synthetic; production data never copied to non-prod,BACKEND,COMPLETE,src/scripts/seed-dev-data.ts generates synthetic data programmatically; no production data import/copy tooling exists anywhere in the repo,N/A (absence-of-tooling invariant),,,,,
FR-QA-012,FR,QA,M,28.4,Production-scale perf test data generated at scale or anonymised via documented pipeline,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No production-scale data generation or anonymisation pipeline exists.,,,QA-SEED-DATA-PROFILES
FR-RPT-001,FR,RPT,M,19.2,"Analytical queries run against a read replica, never the primary",BACKEND,NOT_IMPLEMENTED,src/modules/reporting/reporting.controller.ts:343 explicit comment: 'FR-RPT-001/002/003/005 remain NOT IMPLEMENTED by this route' (query-time aggregation over the transactional primary),NONE,,No read-replica routing exists; reporting queries run against the primary.,,,RPT-ANALYTICS-ARCHITECTURE
FR-RPT-002,FR,RPT,M,19.2,Pre-aggregated rollups at hourly/daily/weekly/monthly grain,BACKEND,NOT_IMPLEMENTED,src/modules/reporting/reporting.controller.ts:343 (same NOT IMPLEMENTED comment),NONE,,No rollup tables or jobs exist; every report is query-time aggregation.,,,RPT-ANALYTICS-ARCHITECTURE
FR-RPT-003,FR,RPT,M,19.2,"Rollups incrementally updated, fully rebuildable from source",BACKEND,NOT_IMPLEMENTED,same as FR-RPT-002 (no rollup infrastructure exists at all),NONE,,No rollup infrastructure to incrementally update or rebuild.,,,RPT-ANALYTICS-ARCHITECTURE
FR-RPT-004,FR,RPT,M,19.2,Every report shows data-as-of timestamp and partial-period indication,BACKEND,COMPLETE,src/modules/reporting/reporting.dto.ts / daily-trading-report.service.ts — dataAsOf + periodStatus (OPEN/UNSEALED/SETTLED) fields returned by both report endpoints,src/modules/reporting (report service specs),,,,,
FR-RPT-005,FR,RPT,M,19.2.1,Dimension tables slowly-changing (Type 2) for category/position/region,BACKEND,NOT_IMPLEMENTED,reporting.controller.ts:343 comment groups FR-RPT-005 with 001/002/003 as NOT IMPLEMENTED,NONE,,No dimensional/star-schema model or SCD2 versioning exists; reporting reads current transactional tables directly.,,,RPT-ANALYTICS-ARCHITECTURE
FR-RPT-030,FR,RPT,M,19.4,Role-appropriate default dashboards,BACKEND,NOT_IMPLEMENTED,"src/modules/reporting only exposes two fixed report endpoints (daily-trading, overview); no dashboard/widget model",NONE,,"No dashboard configuration entity, layout, or role-default mechanism exists.",,,RPT-DASHBOARDS
FR-RPT-031,FR,RPT,S,19.4,"Executive dashboard content (net sales vs target, prime cost%, branch ranking, top/bottom items, exceptions, sparklines)",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No executive dashboard endpoint or aggregate exists.,,,RPT-DASHBOARDS
FR-RPT-032,FR,RPT,S,19.4,Branch Manager dashboard content,BACKEND,PARTIAL,src/modules/reporting/operational-overview.service.ts (sales/cash/inventory/workforce/kds sections overlap heavily with this dashboard's content),reporting specs for operational-overview,,No single 'Branch Manager dashboard' endpoint; the operational-overview route covers much of the same data but is not framed/labelled as this dashboard and omits forecast/labour-overlay/expiry-watch specifics.,,,RPT-DASHBOARDS
FR-RPT-033,FR,RPT,S,19.4,"Live operations view (open orders, table states, kitchen queue depth, wait, active terminals)",BACKEND,PARTIAL,operational-overview.service.ts kds section (ticketCount/statusCounts/avg prep duration) partially overlaps,reporting specs,,No table-state or active-terminal-count aggregate exists; only KDS ticket counts/statuses are covered.,,,RPT-DASHBOARDS
FR-RPT-034,FR,RPT,C,19.4,"Customisable dashboards (widget selection/arrangement, tenant default layout)",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No dashboard layout/widget persistence model exists.,,,RPT-DASHBOARDS
FR-RPT-040,FR,RPT,S,19.5,"Scheduled report delivery by email/push, configurable recipients/schedule/format",BACKEND,NOT_IMPLEMENTED,No email/push delivery integration or report-schedule entity found in src/modules/reporting,NONE,,"No scheduling, recipient config, or delivery channel exists for reports.",governance decision N-A records 'no notification substrate exists in this repository' (cited by the DR-1 report for the same reason),,RPT-DELIVERY-AND-ALERTS
FR-RPT-041,FR,RPT,S,19.5,Daily digest ('morning brief') at configurable time,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No digest job or delivery mechanism exists.,No notification substrate exists in this repository (per governance decision N-A referenced by DR-1 report).,,RPT-DELIVERY-AND-ALERTS
FR-RPT-042,FR,RPT,M,19.5,Every aggregate drills down to contributing transactions in <=4 interactions,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No drill-through/transaction-detail linkage from any reporting aggregate exists.,,,RPT-DELIVERY-AND-ALERTS
FR-RPT-043,FR,RPT,M,19.5,"Export CSV/XLSX/PDF, async for >50000 rows with notification",BACKEND,NOT_IMPLEMENTED,NONE (no export endpoint found under src/modules/reporting),NONE,,No export functionality of any format exists on the reporting module.,,,RPT-DELIVERY-AND-ALERTS
FR-RPT-044,FR,RPT,M,19.5,"All exports logged in audit trail (user, filters, row count)",BACKEND,NOT_IMPLEMENTED,NONE,NONE,,Depends on FR-RPT-043 (no export exists to audit).,Blocked on FR-RPT-043 (export feature does not exist).,,RPT-DELIVERY-AND-ALERTS
FR-RPT-045,FR,RPT,S,19.5,Configurable real-time alerts,BACKEND,NOT_IMPLEMENTED,"src/common/observability/alerts covers infra/SLO alerting only, not business/report-domain alerts",NONE,,"No business-domain alerting (e.g. low stock threshold, sales anomaly) delivery mechanism exists; observability alerts are infra/API-latency only.",No notification substrate exists in this repository (per governance decision N-A).,,RPT-DELIVERY-AND-ALERTS
FR-RPT-046,FR,RPT,M,19.5,Alerts rate-limited/de-duplicated per recipient/type/period,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,Depends on FR-RPT-045 (no alert delivery exists to rate-limit).,Blocked on FR-RPT-045.,,RPT-DELIVERY-AND-ALERTS
FR-RPT-047,FR,RPT,C,19.5,Natural-language query interface over reporting layer,BACKEND,NOT_IMPLEMENTED,NONE,NONE,,No NL-query feature exists.,,,"RPT-NL-QUERY (Could-priority, low sequencing urgency)"
FR-SEC-001,FR,SEC,M,20.1,"RBAC: permissions granted to roles, roles assigned to users",BACKEND,COMPLETE,"src/modules/identity/authz/roles.service.ts, permission-catalog.ts, permissions.constants.ts; prisma Role/Permission/RolePermission/RoleAssignment models",src/modules/identity/authz/permission.guard.spec.ts,,,,,
FR-SEC-002,FR,SEC,M,20.1,Role assignments carry a scope: tenant/brand/branch-set/single branch,BACKEND,COMPLETE,"src/modules/identity/authz/scope.ts, scope-authorization.service.ts; prisma/migrations/20260902010000_identity_scoped_role_assignments",src/modules/identity/authz/scope.spec.ts,,,,,
FR-SEC-003,FR,SEC,M,20.1,User MAY hold multiple role assignments with different scopes,BACKEND,COMPLETE,src/modules/identity/memberships/memberships.service.ts (multiple RoleAssignment rows per user),src/modules/identity/memberships/memberships.service.spec.ts,,,,,
FR-SEC-004,FR,SEC,M,20.1,Effective permissions = union of granted permissions within each scope,BACKEND,COMPLETE,"src/modules/identity/authz/authorization-snapshot.service.ts, scope-review.query.service.ts (union computation across assignments)",src/modules/identity/authz/scope.spec.ts,,,,,
FR-SEC-005,FR,SEC,S,20.1,Role assignments support validity dates for temporary elevation,BACKEND,PARTIAL,prisma RoleAssignment model likely has effective date fields (not directly confirmed in this pass) — membership-roles.service.ts manages assignment lifecycle,NONE found specifically for auto-expiry,,Could not confirm an automatic-expiry job/check enforcing validity-date-based deactivation; assignment CRUD exists but expiry enforcement not verified,,,SEC-role-validity-dates
FR-SEC-010,FR,SEC,M,20.1,"Predefined roles shippable, tenant may clone/modify but not delete",BACKEND,COMPLETE,"src/modules/identity/authz/canonical-role-templates.ts (Cashier, Branch Manager, Owner canonical templates)",src/modules/identity/authz/canonical-role-templates.spec.ts,,,,,
FR-SEC-011,FR,SEC,M,20.1,Tenants create custom roles by selecting permissions from catalogue,BACKEND,COMPLETE,src/modules/identity/authz/roles.service.ts:27 createTenantRole; permission-catalog.ts is the selectable catalogue,src/modules/identity/authz/rbac.controller.ts route + guard tests,,,,,
FR-SEC-012,FR,SEC,M,20.1,Role editor shows plain-language description + sensitive-permission warning per permission,CLIENT_ONLY,NOT_BACKEND_APPLICABLE,permission-catalog.ts backend does carry description metadata per permission that a client could render,NONE,,"Presentation concern (editor UI); backend need only expose the catalogue metadata, which it does",,,
FR-SEC-015,FR,SEC,M,20.1,Define incompatible permission pairs; warn when combined,BACKEND,NOT_IMPLEMENTED,"NONE — no incompatible-permission-pair registry or warning check found outside the approval self-approval exclusion (which is FR-SEC-016, a hard block, not this warn-level requirement)",NONE,,No general SoD incompatible-pairs catalogue or warning mechanism found for role/user permission combinations,,,SEC-sod-conflicts
FR-SEC-016,FR,SEC,M,20.1,"Hard-block specific combos: approving own requisition, etc., regardless of role config",BACKEND,PARTIAL,"src/modules/governance/approvals/approvals.service.ts:313-336 blocks self-approval/excluded-approver via DB excluded_approver_user_id + query filter (""requester, the excluded approver, or the request has expired"")",src/modules/governance/approvals/approvals.service.spec.ts,,Self-approval on the generic ApprovalRequest path is blocked; not confirmed whether ALL the SRS-listed combinations (approving one's own requisition/purchase order/waste/etc. specifically) are each wired the same way outside this one path,,,SEC-sod-conflicts
FR-SEC-017,FR,SEC,S,20.1,SoD conflict report listing users with incompatible effective-permission pairs,BACKEND,NOT_IMPLEMENTED,NONE — no SoD conflict report endpoint/service found,NONE,,Depends on FR-SEC-015 registry which does not exist; no reporting endpoint found,FR-SEC-015 not implemented,,SEC-sod-conflicts
FR-SEC-020,FR,SEC,M,20.2,"Support listed authentication methods (email+password web, PIN POS, etc.)",BACKEND,PARTIAL,"src/modules/identity/auth/auth.service.ts (email+password), src/modules/identity/employees/pin.service.ts (PIN)",src/modules/identity/auth/auth.service.spec.ts,,"Table in SRS §20.2 lists multiple method/context rows (email+password, PIN, and others per the full table); only email+password and PIN confirmed implemented in this pass — remaining rows of the table not individually verified",,,SEC-auth-methods
FR-SEC-021,FR,SEC,M,20.2,PIN valid only on registered terminals within employee's permitted branches,BACKEND,PARTIAL,"src/modules/identity/employees/pin.service.ts (branch+employee-permitted-branch scoping); src/modules/identity/context/tenant-context.service.ts (resolveSessionBranch, live re-verification)",src/modules/identity/employees/pin.service.spec.ts; test/pin.e2e-spec.ts,,"Literal clause superseded for POS/KDS by explicit 2026-09-13 product decision: 'PIN valid only on registered terminals' no longer holds — POS/KDS PIN sessions are branch/employee-scoped application sessions with NO terminal/device identity. The substantive protections (tenant isolation, branch-scoped operation, employee attribution, lockout, hashed PIN storage, no dashboard access) are preserved and re-verified live per request; only the terminal-registration binding is removed.",,"CROSSCUT-POS-KDS-TERMINAL-DECOUPLING-P0 (GOVERNANCE_DECISION_REGISTER.md, RATIFIED 2026-09-13)",
FR-SEC-022,FR,SEC,M,20.2,"PINs salted-hashed, unique within branch, lockout after configurable failures",BACKEND,COMPLETE,"src/modules/identity/employees/pin.service.ts:89 lockoutMs, :259/:337/:345/:368 failedAttempts+lockedUntil persisted on credential row",src/modules/identity/credentials/credentials.service.spec.ts,,,,,
FR-SEC-023,FR,SEC,M,20.2,"MFA supported for dashboard, enforceable mandatory per role",BACKEND,NOT_IMPLEMENTED,NONE — no MFA/TOTP/2FA implementation found anywhere in src/modules/identity,NONE,,grep for MFA/multi-factor/totp across src/ returned no matches; login flow is single-factor only,,,SEC-mfa
FR-SEC-024,FR,SEC,M,20.2,MFA mandatory for roles holding security.user.manage/settings.tenant.manage/api.key.manage,BACKEND,NOT_IMPLEMENTED,NONE — depends on FR-SEC-023 which does not exist,NONE,,No MFA mechanism to make mandatory,FR-SEC-023 not implemented,,SEC-mfa
FR-SEC-025,FR,SEC,M,20.2,"Password policy configurable per tenant, min 10 chars, known-breach check",BACKEND,PARTIAL,"src/modules/identity/credentials/password-policy.ts: PASSWORD_MIN_LENGTH=8 (not 10, not configurable per tenant), static 9-entry COMMON_PASSWORDS blocklist (not a real breach-corpus check e.g. HIBP k-anonymity)",src/modules/identity/credentials/password-policy.spec.ts,,"Minimum length is 8 not the required 10, is a hardcoded constant not configurable per tenant, and the ""known-breach"" check is a small static list rather than a breach-database lookup",,,SEC-password-policy
FR-SEC-026,FR,SEC,M,20.2,Sessions expire after configurable idle period (15m POS/60m dashboard/8h KDS),BACKEND,PARTIAL,src/modules/identity/auth/access-token.service.ts issues JWTs with fixed expiry claims; src/modules/identity/sessions/sessions.service.ts manages refresh tokens,src/modules/identity/auth/access-token.service.spec.ts,,"Token expiry (absolute TTL) exists, but no evidence found of IDLE-period tracking (activity-based expiry) distinct from absolute token TTL, nor of the three distinct per-surface durations (15m/60m/8h) being each configurable",,,SEC-session-idle-timeout
FR-SEC-027,FR,SEC,M,20.2,Admin can force logout of a user's sessions across all devices,BACKEND,NOT_IMPLEMENTED,NONE — no revoke-all-sessions/force-logout endpoint found in sessions.service.ts or elsewhere,NONE,,grep for revokeAll/forceLogout/logoutAll/invalidateSessions across identity module returned no matches,,,SEC-forced-logout
FR-SEC-028,FR,SEC,M,20.2,"Terminals individually registered; registration revocable, immediately invalidates credentials",BACKEND,PARTIAL,"src/modules/identity/terminals/terminals.service.ts:130 setStatus; src/modules/identity/terminals/terminal.controller.ts (admin CRUD, unchanged)",test/terminal.e2e-spec.ts,,"Scope narrowed by the 2026-09-13 product decision: the Terminal aggregate and its admin register/list/set-status/fingerprint surface remain fully implemented, but POS/KDS session validity no longer depends on any terminal's registration or revocation state (zero POS/KDS runtime dependency). Remains PARTIAL for the pre-existing reason already recorded (no offline local-data-wipe capability), now scoped to the Terminal aggregate's remaining non-POS/KDS consumers (Sync/offline device channel, platform-settings admin scope resolution) rather than POS/KDS.",,"CROSSCUT-POS-KDS-TERMINAL-DECOUPLING-P0 (GOVERNANCE_DECISION_REGISTER.md, RATIFIED 2026-09-13)",
FR-SEC-030,FR,SEC,M,20.2 (approvals),General approval mechanism used by discounts/refunds/PO/waste/counts/expenses,BACKEND,COMPLETE,"src/modules/governance/approvals/approvals.service.ts (migration 32, governance-ratified ""Approval Runtime Minimum Resolution""); src/modules/sales/orders/approval-helper.ts consumes it for discounts/refunds",src/modules/governance/approvals/approvals.service.spec.ts,,,,,
FR-SEC-031,FR,SEC,M,20.2 (approvals),Approval request specifies requester/action/entity/value/required-permission/expiry,BACKEND,COMPLETE,prisma ApprovalRequest model + approvals.service.ts createRequest command shape,src/modules/governance/approvals/approvals.service.spec.ts,,,,,
FR-SEC-032,FR,SEC,M,20.2 (approvals),Approvals obtainable synchronously (manager PIN) or asynchronously (push notification),BACKEND,PARTIAL,Synchronous manager-PIN approval path exists via approvals.service.ts + PIN auth; no push-notification dispatch integration found for async approval,NONE for async path,,No push-notification delivery mechanism found wired to approval requests; only the synchronous PIN path is evidenced,,,SEC-approval-async-notify
FR-SEC-033,FR,SEC,M,20.2 (approvals),"Approval decisions record approver/timestamp/decision/comment, immutable",BACKEND,COMPLETE,"prisma ApprovalDecision model; approvals.service.ts decide() (append-only, ON CONFLICT DO NOTHING pattern — no update path)",src/modules/governance/approvals/approvals.service.spec.ts,,,,,
